news_id	현재제목	현재길이	원제(중)	제안제목	제안길이	사유
289287	푸젠성 장저우 양매 위생 문제로 가격 30% 폭락	27	药水风波冲击杨梅产业链：有机杨梅被求购，大果商谨慎收货	유기농 양매는 물약 파동	13	길이초과(27>24), 원제번역과상이
288761	장진광자 상장 첫날 주가 1500위안 돌파	23	再现“大肉签”！长进光子上市狂涨1500%，单签盈利达32万	장진광자 상장 첫날 주가 1500위안 돌파	23	-
288816	AI 도구 중국 수능기간 제한 논란 확산	22	高考期间AI工具将禁用？豆包、元宝、百度文心 、科大讯飞回应	AI 도구 중국 수능기간 제한 논란 확산	22	-
289412	건설은행 등 주요 은행, 원유펀드 위험등급 R5로 상향 조정	33	油价巨震风控升级，多家银行将原油基金调至R5最高风险等级	유가급진 리스크 관리 강화 은행들 원유펀드	23	길이초과(33>24), 원제번역과상이
288503	상업은행, 원유 관련 펀드 위험등급 최고위험도로 상향	29	原油基金风险等级普遍调至最高档	원유 펀드 위험 등급은 일반적으로 최고	21	길이초과(29>24), 원제번역과상이
288540	AI 대형 모델 서비스 오류로 600위안 손실 발생	28	科技观察家丨AI服务频“翻车”，大模型还需磨练技能	과학기술관찰자丨AI 서비스 번번이 실패	21	길이초과(28>24), 원제번역과상이
288803	국가통계국, 1~4월 원자재 제조업 이익 88.1% 증가	31	国家统计局：1—4月规模以上原材料制造业利润同比增长88.1%	NBS: 1월부터 4월까지 규모 이상	20	길이초과(31>24), 원제번역과상이
288507	27알 항셍테크 지수 5000포인트 돌파	22	芯片股集体大涨，港股兆易创新涨近11%，MINIMAX涨近8%	홍콩 주식 자오이가 혁신적으로 11% 가까	23	원제번역과상이
288776	주이밍 회장, 조이창신 주식 21억 위안 매도	25	长鑫科技IPO上会前夜，朱一明减持兆易创新	장신테크놀로지 IPO 전야제	15	길이초과(25>24), 원제번역과상이
288910	커민스, 첫 국산 QSK60  광산용 V16기통인도 완료	31	新能源时代，发动机靠AI“杀了个回马枪”119949分钟前	신에너지 시대, AI로 엔진 '뒤통수'	21	길이초과(31>24), 원제번역과상이
288501	AI 안경 시장 2026년 신제품 릴리스 급증	25	AI眼镜新品频发，产业链追"光"逐"芯"	AI 안경 신제품 빈발	12	길이초과(25>24), 원제번역과상이
289290	산터우 AI 서비스, 일일 호출량 100억 위안 돌파	29	中国算力服务加速出海，微型电脑主机全球卖爆了	중국의 컴퓨팅 서비스 해외 진출 가속화로	22	길이초과(29>24), 원제번역과상이
289327	틱톡 생활 서비스, 저품질 콘텐츠 위반율 82% 감소	29	抖音生活服务出台AIGC创作管理规范，一季度处置超80万条违规带货内容	틱톡 생활 서비스는 AIGC 창작 관리	21	길이초과(29>24), 원제번역과상이
288905	2026년 1분기 중국 기업 이익 18.2% 증가	27	规上工业利润增速加快，需关注高油价对中下游企业利润侵蚀	규모 이상의 공업 이윤 증가 속도	18	길이초과(27>24), 원제번역과상이
288748	중국 네트워크 시청각 협회, 1분기 AI 미니 드라마 95% 달성	36	“AI微短剧沪8条”来了 ：单项最高支持1000万 上海全链条扶持AI微短剧	1분기 AI 미니 드라마 95% 달성	20	길이초과(36>24), 원제번역과상이
288510	중국 상장회사 850 곳, 비서와 재무이사 겸직 금지	29	新规施行！上市银行“董秘兼任”模式进入调整倒计时	중국 상장회사 850 곳	13	길이초과(29>24), 원제번역과상이
289401	장신테크, 295억 위안 모금 성공 상장 예정	25	国产存储迎来里程碑时刻，长鑫科技过会	국산 저장, 이정표적 순간 맞이	17	길이초과(25>24), 원제번역과상이
289292	시장감독총국, 리쉰정밀 불법 인수에 90만 위안 벌금 부과	32	收购闻泰科技业务未依法申报，立讯精密被罚90万元	원타이테크 인수 신고 안 해 리쉰정밀	20	길이초과(32>24), 원제번역과상이
288530	일선전자상거래, 1분기 매출 10억 2천만 위안 22.5% 증가	35	逸仙电商一季度营收增长22.5%	일선전자 상거래의 일사분기 매출이 22.5% 증가하다.	30	길이초과(35>24), 원제번역과상이
288539	타이위안국그룹, 2만톤 열차 기관사 AI 시뮬레이션 훈련 실시	34	AI赋能丨仿真系统打造重载列车司机“练兵场”	AI 역량 강화丨시뮬레이션 시스템	18	길이초과(34>24), 원제번역과상이
288767	미국 국채 수익률 4.67% 대폭 상승	21	陆挺：中外国债利率大分流及应对35241小时前	루팅: 중외국채 금리 대분류	15	원제번역과상이
288644	무선 통신 SoC 칩 및 모듈 연구 개발 설계 집중 천신테크 IPO 신청 성공	43	千亿芯片“小巨人”，IPO新进展	천억대 반도체 '작은 거인'	15	길이초과(43>24), 원제번역과상이
289295	장신테크 2025년 순이익 330억 위안, 전년比1688% 증가	35	长鑫上市造富前夜，合肥楼市里涌动的“大厂经济”	장신의 상장 전야, 허페이 부동산 시장	21	길이초과(35>24), 원제번역과상이
288902	롄화홀딩스, 연산능력 반도체 연내 120% 급등 후 갑자기 하한가	36	“味精大王”莲花控股跨界算力半导体，年内大涨120%后突遭跌停	MSG왕 로터스, 연산능력 반도체 연내	21	길이초과(36>24), 원제번역과상이
287412	CATL, 불가리아 601MWh 대형 에너지 저장 프로젝트 성공	35	宁德时代：与Solarpro Holding合作的大型储能项目在保加利亚成功并网投运	CATL, 솔라프로홀딩스와 합작 대형	20	길이초과(35>24), 원제번역과상이
288520	중국 경제 1분기 부가가치 6.1% 증가, 회복세 가속화	31	【财经面对面】中邮证券副总裁、首席经济学家黄付生：人工智能时代企业切忌盲目“做...	【금융 대면】중우증권 부총재 겸 수석	20	길이초과(31>24), 원제번역과상이
288502	인공지능과 에너지의 양방향 역량 강화를 위한 행동 방안 발표	33	国家能源局：把算力与电力协同发展抓实抓好	NEA: 계산력과 전력의 협동 발전	19	길이초과(33>24), 원제번역과상이
289293	중국 대외 직접투자 1456억 달러, 아프리카 유럽 투자 급증	34	界面财联社总编辑张衍阁：金融如何更好地服务中企出海，是时代提出的重要课题	계면재련사 총편집장 장연각: 금융이 어떻게	23	길이초과(34>24), 원제번역과상이
288890	중신증권 포럼 2026년 GDP 성장률 4.7% 전망	29	中信证券国际董事长李春波：全球投资者正对韧性和安全给出更高溢价	중신증권국제 회장 리춘보: 전 세계	19	길이초과(29>24), 원제번역과상이
289199	중앙은행 홍콩 채권 300억 위안 발행	21	利率下调！人民银行在香港发行300亿元央行票据	중앙은행 홍콩 채권 300억 위안 발행	21	-
288608	국무원, '15차 5개년 계획' 시리즈 주제 기자회견 개최	32	我国将加快研究推进人工智能健康发展综合性立法等	중국은 인공지능의 건전한 발전을 위	19	길이초과(32>24), 원제번역과상이
288565	선전 박람회 폐막, AI 기업 100개 응용 프로그램 전시	32	科创激活文脉 开放联通世界——第二十二届文博会综述	과학기술 혁신, 문화맥 활성화	16	길이초과(32>24), 원제번역과상이
288639	중국 규모 이상 기업 1~4월 총이익 2.4 조 위안	29	半导体相关行业利润暴增！4月规上工业企业利润增长24.7%	중국 규모 이상 기업 1~4월 총이익	20	길이초과(29>24), 원제번역과상이
288521	뉴질랜드 중앙은행, 현금 금리 2.25% 유지 결정	28	新西兰联储维持利率不变 暗示后续加息概率上升	뉴질랜드 연준 금리 동결 추가 금리 인상	22	길이초과(28>24), 원제번역과상이
288538	중국, 6GHz 주파수 허가 받아 6G 기술 시험 가속화	31	热点回应丨“黄金频谱”落地，6G商用有望2030年启动	6G 상용화 2030년 시작될 듯	18	길이초과(31>24), 원제번역과상이
287585	건설은행 A주, 사상 최고치 10.31위안 종가 형성	29	建设银行A股股价创历史新高，大行为何轮番“起舞”21292小时前	CCB A주 주가 사상 최고치…대형행동	21	길이초과(29>24), 원제번역과상이
287475	광둥성, 5개년 계획 통해 첨단 제조 중점 추진	26	广东经济挑大梁：“十五五”产业进阶瞄准“5个制造”	15차 5개년 계획" 광둥 경제 중추적	21	길이초과(26>24), 원제번역과상이
286005	국가데이터국, 2026년 디지털 공공 서비스 확대 계획 발표	33	国家数据局部署23项任务 2026年数字社会发展4大重点明确	NDA, 23개 과제 배치2026년 디지털	23	길이초과(33>24), 원제번역과상이
280881	중국 민생은행, 금융 루머 확인 플랫폼 출시	24	一家银行和一家金融央企上线官方辟谣账号	은행 한 곳과 금융 중앙 기업 한 곳	20	원제번역과상이
284983	HICOOL 창업대회 참가 신청 1창업 프로젝트 1만 건	31	HICOOL大赛将升级为青年创业奥林匹克	하이쿨 대회, 청년 창업 올림픽으로 격상	22	길이초과(31>24), 원제번역과상이
286585	화웨이 허팅보, 무어 법칙 대체하는 논리 접힘 기술 제안	31	【财经分析】解读华为韬(τ)定律：中国半导体产业有望迎来价值重估	화웨이 허팅보, 무어 법칙 대체하는 논리	22	길이초과(31>24), 원제번역과상이
286081	엔비디아 Blackwell 아키텍처 제품에 대한 수요가 왕성	33	英伟达新品价格预期大幅上调 产业上下游博弈进入新阶段	엔비디아 신제품 가격 대폭 인상 예상 산업	23	길이초과(33>24), 원제번역과상이
283280	저장대학교, 초전도 양자 랜덤 메모리 구현	23	未来已来丨我科学家破解量子数据读写难题—— 给量子计算机装上“高速内存”	미래가 왔습니다丨우리 과학자들은 양자	20	원제번역과상이
284641	화샤량쯔, 홍콩 상장 계약 체결과 함께 5천만 명 연간 방문 돌파	36	真把足疗店给“按”上市了？足疗保健第一股启动IPO	화샤량쯔, 홍콩 상장 계약 체결과 함께	21	길이초과(36>24), 원제번역과상이
285832	신형 변동 요율 펀드 22개, 설립 1년 만에 좋은 성적	31	浮动费率基金周年考：平均收益42%	변동요율펀드 연례고사: 평균수익 42%	21	길이초과(31>24), 원제번역과상이
286342	국무원, 2026년 다국적 기업 회의에서 개방정책 발표	30	商务部：将完善跨境服务贸易负面清单管理制度 有序扩大电信等服务业领域自主开放	상무부: 국경 간 서비스 무역 네거티브	21	길이초과(30>24), 원제번역과상이
279205	원타이 테크놀로지, 안세 반도체 감사 방해 지적 발표	29	闻泰科技声明：安世荷兰声称公司回避与其沟通完全与事实不符	원타이테크놀로지 성명: 회사가 소통	19	길이초과(29>24), 원제번역과상이
282928	중국 문화산업 박람회 AI 기술 전시 성황리 개최	27	科技解锁文化传播新范式——第二十二届中国（深圳）国际文化产业博览交易会举行	과학기술로 문화전파의 새로운 패러다임	20	길이초과(27>24), 원제번역과상이
283029	한국 투자자, 중국  첨단 제조업 ETF 매입 급증	28	资金涌入成长风格ETF 韩国投资者积极买入中国标的	성장스타일 ETF에 몰린 한국투자자	19	길이초과(28>24), 원제번역과상이
284130	중금회사, ''금융 선물 직접 금융 보장 계획' 업무 시작	32	【新华解读】 “直融保”首单产品出炉 金融期货巧解债券融资利率风险管理难题	중금회사, ''금융 선물 직접 금융 보장	22	길이초과(32>24), 원제번역과상이
284636	위수테크놀로지 IPO 신청 다음주 심의	21	人形机器人第一股“临门一脚”：宇树科技6月1日上会	휴머노이드 첫 번째 "골 결정": 6월	21	원제번역과상이
284807	중국 외자기업 투자 2025년 8000개 증가	25	前4月外资数据：高技术产业超4成，美国投资两位数增长2253昨天 21:21	올해 1월부터 4월까지 외국인 투자	19	길이초과(25>24), 원제번역과상이
283162	중국과학원, 스마트 투과전자현미경 세계 최초 개발	27	全球首套智能透射电镜系统“原眼一号”成功研发	세계 최초의 스마트 투과전자현미경 시스템인	23	길이초과(27>24), 원제번역과상이
283500	화창베이  "1킬로미터 전자 산업 체인 생태계"와 "주간 고속 제조권" 보유	42	抢占词元经济新赛道，华强北打造“全球Token入口第一街”	화창베이, '글로벌 토큰 입구 1번가'	21	길이초과(42>24), 원제번역과상이
284024	"전건 1호" 위성 초고해상도 합성 개구 레이더(SAR) 영상 전송	37	我国首颗能源专用卫星“电建一号”传回首批高清影像	중국 최초의 에너지 전용 위성인 "전력건설	23	길이초과(37>24), 원제번역과상이
280564	후이캉과기, 세계 민간용 제빙기 시장 점유율 31% 달성	31	民用制冰机冠军惠康科技登陆A股：技术、产品、渠道、成本四大核心竞争力构筑全球竞争壁垒	원가의 4대 핵심 경쟁력으로 글로벌 경쟁	22	길이초과(31>24), 원제번역과상이
283381	상하이종합지수 0.57% 상승, 거래액 9265억 위안 초과	33	午评：主要股指震荡上扬 半导体股整体涨幅靠前	오평: 주요 주가지수 요동치며 반도체주	21	길이초과(33>24), 원제번역과상이
283499	중신그룹, 광둥전 신유도펀드 50억 위안 유치 성공	28	中信集团董事长奚国华：主动对接广东战新引导基金战略布局	중신그룹 회장 시궈화: 광둥전 신유도 펀드	23	길이초과(28>24), 원제번역과상이
283780	'처방의약품 온라인 소매 준수 지침' 발표	23	实名购药、严禁AI替代审方 《处方药网络零售合规指南》发布	실명제 약품 구매, AI 대체심사 엄격히	22	원제번역과상이
280641	중국공정원 천젠, 미생물 단백질 1만톤 생산 도전 발표	30	从概念热到商业化闯关 新质蛋白产业化拐点将近？	중국공정원 천젠, 미생물 단백질 1만톤	21	길이초과(30>24), 원제번역과상이
281232	화태기전 주가 20% 상승, 상한가 도달 공시 발표	28	斩获二连板！和泰机电称未涉及机器人及相关零部件的生产制造业务	화태기전 주가 20% 상승	14	길이초과(28>24), 원제번역과상이
280443	중국 양적 펀드 5월 규모 5,7조 위안	22	量化私募“平替”火了？公募反向挖角头部私募  囤显卡堆算力	중국 양적 펀드 5월 규모 5	16	원제번역과상이
283375	광둥 전신 유도 펀드, 1000억 위안 출범	24	国寿集团蔡希良：汇聚耐心资本，打造引导基金与险资合作示范样板	국수그룹 차이시량: 인내심 있는 자본	20	원제번역과상이
281081	구글 등 주요 기업, 스마트 안경 출시 물결	24	多家巨头密集押注 “百镜大战”催热供应链！AI眼镜有望加速进入千万台级别市场？	구글 등 주요 기업	10	원제번역과상이
281549	중미회사, 단일 매도 600억 위안 반도체 부문 신기록	30	股价刚创新高就减持，7只半导体热门股拟套现127亿56014小时前	주가 최고치 시작하자마자 매도 반도체	20	길이초과(30>24), 원제번역과상이
281220	장삼각 지도자 좌담회, 일체화 발전 촉진 전략 발표	28	17:38一周聚焦：从基建互联到科创协同，长三角一体化多点发力	17:38 주간 집중: 인프라 연결	19	길이초과(28>24), 원제번역과상이
280771	선전 문화산업 박람회, AI 기반 스마트 로봇 15종 전시	32	一场机器人与AI浓度过高的文博会	로봇과 AI 농도가 지나치게 높은 문화박람회	24	길이초과(32>24), 원제번역과상이
281201	중신증권 등 4개 증권사, 과창판 투자 첫날 82.6% 수익 달성	36	长鑫IPO利好落地、券商股行情异动后归于平淡，板块还有多少想象空间？	중신증권 등 4개 증권사	13	길이초과(36>24), 원제번역과상이
281650	보루이캉, 세계 최초 침습식 뇌-기계 인터페이스 시스템 출시	33	聚焦：资本扎堆、技术竞速  中国脑机产业站上新临界点	집중: 자본 집중, 기술 경쟁으로 중국	21	길이초과(33>24), 원제번역과상이
280760	중국(선전) 국제 문화산업 박람회, 상하이 문화융합 프로젝트 80개 기업 참여	43	文博会上海军团亮出AI底牌，大模型重构文旅产业链	문박회 상하이 군단이 AI 카드를 꺼내	21	길이초과(43>24), 원제번역과상이
281686	중국, 2만 8천 대 휴머노이드 로봇 ID 코드 부여 표준 발표	35	人形机器人开启集体上“户口” 行业规范催生全链条竞争	휴머노이드 로봇, 집단 호적 등록 업계	21	길이초과(35>24), 원제번역과상이
280532	화태증권, 2028년 중국산 교환칩 시장 242억 위안 전망	33	华泰证券：看好2026年起交换芯片在AI驱动下开启二次成长	화태증권: 2026년부터 교환 칩이 AI	22	길이초과(33>24), 원제번역과상이
281202	윈선테크놀로지, 52억 위안 가치로 A주 IPO 도전	29	IPO雷达 | 云深处去年卖机器狗赚3亿多，人形机器人只卖了一台，已首次扭亏	IPO레이더 | 운심심서 작년 로봇개 팔아	23	길이초과(29>24), 원제번역과상이
280991	중은5 주가, A주 퇴출 후 3위판에서 200% 상승 	30	直击中银绒业股东大会：退市两年后，投资者有新诉求	은융업 주주총회 직격탄: 상장폐지 2년 후	23	길이초과(30>24), 원제번역과상이
281239	상하이, 국제과학기술혁신센터 건설 추진 회의 개최	27	央地共建上海（长三角）国际科技创新中心工作推进会召开	중앙과 지방의 상하이(장강삼각주)	18	길이초과(27>24), 원제번역과상이
280752	광둥 진성 신에너지 등 17개사, 홍콩  상장 신청	28	港股IPO周报：东山精密等多家公司递表 丹诺医药挂牌首日大涨近180%	홍콩 증시 IPO 주간 보고서: 동산정밀	22	길이초과(28>24), 원제번역과상이
281213	MSCI 중국 지수 조정, 22종목 포함 24종목 제외	30	ä¸‹å‘¨å½±å“�å¸‚åœºé‡�è¦�èµ„è®¯å‰�ç�»ï¼š5æœˆPMIæ•°æ	ä¸‹å‘¨å½±å“�å¸‚åœºé‡�è¦�	24	길이초과(30>24), 원제번역과상이
281103	문태테크, 안세홀딩스 상대로 80억 위안 소송 청구	28	连续11个跌停 闻泰科技索赔80亿“绝地反击”	11연속 하한가 문태테크놀로지 80억 배상	23	길이초과(28>24), 원제번역과상이
278060	이팡다 블루칩 셀렉트, 허이청과 양스량을 펀드 매니저로 추가 채용	36	张坤旗下最大产品增聘两位基金经理，公募基金加速拥抱“团队制”	장쿤의 최대 제품이 두 명의 펀드 매니저	22	길이초과(36>24), 원제번역과상이
280211	오노 기계과학기술, 심천거래소 메인보드상장 신청 수리	29	IPO雷达| 欧诺科技闯关深主板，财务数据藏风险	IPO 레이더 | 오노테크놀로지	17	길이초과(29>24), 원제번역과상이
279234	"달려라 로봇-영요 로봇 대학 여행" 행사가 칭화대학교엣 개최	34	荣耀机器人走进清华大学	아너로봇, 칭화대 입성	12	길이초과(34>24), 원제번역과상이
280444	상하이 증권거래소, 화성 레이더 IPO 연기	24	上交所今年首例！华盛雷达IPO暂缓审议，“是否存在跨期确认收入”引关注	상하이 증권거래소, 화성 레이더 IPO 연기	24	-
278109	웨이판 인텔리전스, 뇌유사 GPU 아키텍처 개발	26	36氪首发 | 北大项目孵化，国内首家原生机器人“大脑芯片”企业获数亿元融资	36kr 최초 출시 | 북경대 프로젝트	21	길이초과(26>24), 원제번역과상이
277710	중국, 디지털 경제 동반자 협정 가입 적극 추진 발표	29	商务部国际贸易谈判代表兼副部长李成钢出席中国与《数字经济伙伴关系协定》成员部级会议	상무부 국제무역협상대표 겸 부부장 리청강	22	길이초과(29>24), 원제번역과상이
273496	교육부 재정부, 농촌 의무교육 교사 8954명 특별 채용 계획	34	教育部、财政部：2026年全国计划招聘特岗教师8954名	교육부 재정부 2026년 전국 특강교사	21	길이초과(34>24), 원제번역과상이
277942	신에너지차 초고속충전 8분 경쟁	17	多方争议：新能源车充电，是否越快越好10441小时前	신에너지차 충전, 빠르면 빠를수록 좋은	21	원제번역과상이
278513	화웨이 x86 서버 사업 전신,  차이나모바일, 차이나텔레콤 등 투자로 IPO 추진	46	算力巨头超聚变闯关创业板，80亿募资要下怎样一盘棋？	화웨이 x86 서버 사업 전신	16	길이초과(46>24), 원제번역과상이
279019	베이징생명과학연구소, 리베베타주맙 개발 성공	24	科技创新中的“北京解法”：“转”出实验室的力量	과학 기술 혁신 중의 "베이징 해법"	20	원제번역과상이
279083	국가데이터국, 데이터 요소 가치 극대화 위한 전문가-기업 간담회 개최	38	国家数据局：将把推动词元经济发展纳入工作体系	NDA: 어원 경제 발전을 업무 체계	20	길이초과(38>24), 원제번역과상이
278065	보험업계 자금 운용 잔액 39조 위안, 전년比 13% 증가	32	险资一季度成绩单出炉：债券配置占五成 权益投资持续增长	보험 자금 1분기 성적표 발표: 채권 배치	23	길이초과(32>24), 원제번역과상이
278289	왕원타오, 말레이시아 조하리와 회동	19	商务部部长王文涛会见马来西亚投资、贸易和工业部部长佐哈里	상무부 장관 왕원타오가 말레이시아	18	원제번역과상이
278428	동북 슈퍼리그 개막, 첫날 6만 관객 돌파	23	“东北超”，开启“注意力经济”的盛宴	동북초', '집중경제'의 향연 열다	19	원제번역과상이
278327	중국, 인간형 로봇 29자리 신원 코드 도입	24	有身份证了！人形机器人将实现全流程溯源	중국, 인간형 로봇 29자리 신원 코드 도입	24	-
278647	광둥성, 문화산업 6만개 이상 일자리 제공	23	广东6万文化产业岗位上新：AI是起点，内容与变现力决定走多远	광둥 6만 문화산업 일자리 창출 AI	20	원제번역과상이
278536	*ST판다 상장 폐지 결정	14	“烟花第一股”，终止上市！	*ST판다 상장 폐지 결정	14	-
276517	중국 상무부, 50여개 외자 제약기업과 현안 논의	27	商务部召开医药行业外资企业圆桌会	상무부가 의약업계 외자기업 원탁회의	19	길이초과(27>24), 원제번역과상이
276551	취저우 발전, 샹차이 주식 14.89% 담보 제공	27	湘财股份：控股股东衢州发展质押公司1200万股	샹차이 주식: 지배주주 취저우 발전 담보	22	길이초과(27>24), 원제번역과상이
278772	중국의 외자 기업 수 53만 개	17	近3年我国存量外资企业数量逐年上升 存量外资超3.6万亿美元	최근 3년 동안 중국의 기존 외자 기업 수	23	원제번역과상이
276529	푸야오과기대 2026년 학부생 100명 모집	24	福耀科技大学今年拟招100名本科生，多所小而精大学扩招18812小时前	푸야오과기대, 올해 학부생 100명 모집	22	원제번역과상이
275166	상하이, 장삼각 과학기술 혁신 센터 건설 회의 개최	28	央地共建上海（长三角）国际科技创新中心工作推进会在沪举行	중앙과 지방의 상하이(장강삼각주) 국제	21	길이초과(28>24), 원제번역과상이
278179	*ST문태, 안세반도체 공매도로 800억 위안 손해배상 제소	33	80亿元巨额索赔！*ST闻泰对抗荷兰干预，国内起诉能否 “抢回” 安世半导体？	*ST문태, 안세반도체 공매도로 800억	22	길이초과(33>24), 원제번역과상이
277948	SpaceX, 2025년 170회 로켓 발사 성공률 100% 달성	36	SpaceX撬动两大赛道机遇！卫星互联网+太空算力，融资客埋伏的绩优潜力股出炉	SpaceX, 2025년 170회 로켓	21	길이초과(36>24), 원제번역과상이
278084	제64회 중국 고등교육 박람회, 난창대학교 인공지능+금상 전시	34	人工智能日益融入中国高等教育	인공지능은 날로 중국 고등교육에 융합되고	22	길이초과(34>24), 원제번역과상이
276672	초융합 디지털 기술, 800억 위안 모집 IPO 신청 공개	32	超聚变拟首发募资80亿元！年内前十大IPO被“两创板”包揽	800억 위안 모집 IPO 신청 공개	20	길이초과(32>24), 원제번역과상이
276657	화톈테크놀로지홀딩스, 300억 위안 투자 집적회로 프로젝트 진행	35	*ST闻泰起诉安世控股等六名被告获受理；东芯股份拟赴港上市丨公告精选	*ST문태, 안세홀딩스 등 6명 피고 소송	23	길이초과(35>24), 원제번역과상이
278074	중국 정부, 녹색전력 다중 사용자 공유 모델 도입 발표	30	【新华解读】推动新能源就近消纳 我国绿电直连步入多用户共享新阶段	중국 정부, 녹색전력 다중 사용자 공유	21	길이초과(30>24), 원제번역과상이
277711	베이징, 100개 기업 2만8천대 로봇 플랫폼 구축	28	人形机器人“身份证”来了，全国首个管理平台上线 ，全程可追溯	베이징, 100개 기업 2만8천대 로봇	21	길이초과(28>24), 원제번역과상이
276429	인민은행, 정부채 순융자 687.8억 위안 감소	26	人民银行：2026年前4个月新增13家境外机构进入银行间债券市场	인민은행: 2026년 첫 4개월 동안	20	길이초과(26>24), 원제번역과상이
276638	인텔, 3세대 코어 프로세서 출시 전력 소모 64% 감소	31	英特尔18A制程瞄准AI PC换机窗口 联想惠普荣耀等推70余款新品“围攻”苹果亲民电脑	인텔 18A 공정	9	길이초과(31>24), 원제번역과상이
276758	링롱 타이어, 메이후 주식 등 A주 6개 상장기업, 정보공개 위반 등 시정 조치	44	六家上市公司同日被警示：五家涉信披违规 一家业绩“变脸”	여섯 개의 상장 회사가 같은 날 경고	20	길이초과(44>24), 원제번역과상이
276772	중국 AIDC(데이터센터) 10년내 연간 전력 사용량 1.2조 kWh 예상	41	算电协同多重错位，数据中心如何从“电老虎”变身绿电消纳引擎548昨天 21:19	데이터 센터가 어떻게 '전기 호랑이'	20	길이초과(41>24), 원제번역과상이
276531	중앙정치국 회의, 6대 인프라망 건설 강화 제안	26	年内投资7万亿的基建大生意，国家发改委详解“六张网”	연내 7조 위안 투자 인프라 사업	18	길이초과(26>24), 원제번역과상이
275673	발전개혁위원회, 여름 곡물 생산량 20% 이상 지원	28	国家发展改革委：预计异常气候不会对夏粮产量产生较大影响 将统筹做好化肥保供稳...	국가발전개혁위원회: 이상기후가 여름곡물	21	길이초과(28>24), 원제번역과상이
274906	푸젠 룽허 스마트 장비, 230만 위안 R&D 지원 받아	31	聚焦科技自立自强·看招丨福建：“研发准备金+奖补”，下活创新“先手棋”	과학기술 자립 자강에 집중하다·수법	19	길이초과(31>24), 원제번역과상이
276774	항천과공 로켓기술, IPO 준비 채용 공고 발표	26	武汉国资拿下实控权后，航天科工火箭再现IPO启航信号	우한 국유자산이 실질적인 통제권을 장악한 후	24	길이초과(26>24), 원제번역과상이
275041	산시성, 중국 에너지 기지 건설 추진	20	山西“十五五”当好能源科技创新重要策源地	산시성의 15차 5개년 계획은 에너지 과학	23	원제번역과상이
276173	이주 인구 공공서비스 보장 강화 및 호적 제한 철폐 발표	31	新华财经晚报：“十五五”新型储能发展实施方案已编制完成等待发布	신화재경만보: "15차 5개년 계획" 신형	23	길이초과(31>24), 원제번역과상이
275408	메이야 테크놀로지, 북경거래소 IPO 철회	23	过会后又撤回，美亚科技IPO为何戛然而止	회의 후 철회, 미아테크 IPO 뚝 끊긴	22	원제번역과상이
274757	산업 인터넷과 석유 및 가스 저장, 운송 산업 융합 응용 참고 지침 발표	40	工业和信息化部印发指南推动工业互联网与油气储运行业融合应用	공업정보화부는 지침을 발행하여 공업 인터넷	23	길이초과(40>24), 원제번역과상이
275817	중국 국제 공급망 박람회, 인공지능 전용 구역 첫 선	29	第四届链博会下月举办——首设人工智能专区，未来科技将集中亮相	제4회 체인박람회 내달 개최...인공지능	22	길이초과(29>24), 원제번역과상이
274120	장신테크 IPO 295억 위안 모집 예정	22	存储风口之上 巨头抢滩IPO	스토리지 시장의 거물들이 IPO를 선점하다	23	원제번역과상이
275416	국가발전개혁위, "인공지능+" 지원 문서 발간 추진	28	国家发展改革委：正谋划出台加快“人工智能+”落地的配套文件	국가발전개혁위원회: "인공지능+"의 실행	22	길이초과(28>24), 원제번역과상이
274121	동방정공, 6.32% 지분으로 러쥐지능 첫 IPO 지원	30	押宝硬科技 东方精工“闷声”换赛道	오리엔탈 사이언티픽 '침묵'으로 트랙	20	길이초과(30>24), 원제번역과상이
275431	장삼각 지역, 2025년 연구개발 투자 3.45% 달성	30	长三角，向世界级科技创新策源地进发	장삼각 지역은 세계적인 과학 기술 혁신	21	길이초과(30>24), 원제번역과상이
275534	테슬라 중국 FSD 감독판, 10개국 동시 적용 발표	29	“来了”又“没完全来”？特斯拉官宣监督版FSD登陆中国	10개국 동시 적용 발표	13	길이초과(29>24), 원제번역과상이
275407	광둥성 문화산업 수익 2.7조 위안 달성	22	广东文化产业创新实践报告发布：构建起持续进化的创新生态	광둥 문화산업 혁신실천보고서 발표:	19	원제번역과상이
274123	BOE A주 주가 상한가, 거래 정지 1400만 건 초과	31	大盘绩优股价值重估在路上文丨周科竞	대형 우량주 가치 재평가 노상문丨저우커징	22	길이초과(31>24), 원제번역과상이
273366	베이징항공항천대, 0.96㎏ 웨어러블 로봇 개발 성공	29	北航团队可穿戴机器人助SMA患儿自主站立	북방항공 팀 웨어러블 로봇	14	길이초과(29>24), 원제번역과상이
272039	중국 과학기술, 20년간 전면적 상승세 유지	24	外国专家看中国丨夏泽翰：中国科技服务社会，惠及全球发展	외국 전문가가 본 중국丨샤저한: 중국	20	원제번역과상이
273589	2026년 MLC 낸드 플래시 메모리 생산 능력 41% 감소 전망	36	一年涨价三倍！存储芯片“老兵”退场，谁在接盘？	2026년 MLC 낸드 플래시 메모리 생산	23	길이초과(36>24), 원제번역과상이
273566	21일 상하이 지수 2.04% 하락, 거래량 3조 5100억 위안 증가	39	A股放量回调，小作文惹祸？多家基金公司一线解读	21일 상하이 지수 2.04% 하락	19	길이초과(39>24), 원제번역과상이
